order_id,item_id,product_id,quantity,item_list_price,discount,revenue,customer_id,order_status,order_date,required_date,shipped_date,store_id,staff_id,order_status_label,first_name,last_name,customer_name,customer_phone,customer_email,customer_street,customer_city,customer_state,customer_zip,store_name,store_phone,store_email,store_street,store_city,store_state,store_zip,staff_name,product_name,model_year,product_list_price,brand_name,category_name
5,1,10,2,1549.0,0.05,2943.1,1324,4,2016-01-03,2016-01-06,2016-01-06,2,6,Completed,Arla,Ellis,Arla Ellis,,arla.ellis@yahoo.com,127 Crescent Ave. ,Utica,NY,13501,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Surly Straggler - 2016,2016,1549.0,Surly,Cyclocross Bicycles
5,2,17,1,429.0,0.07,398.97,1324,4,2016-01-03,2016-01-06,2016-01-06,2,6,Completed,Arla,Ellis,Arla Ellis,,arla.ellis@yahoo.com,127 Crescent Ave. ,Utica,NY,13501,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Pure Cycles Vine 8-Speed - 2016,2016,429.0,Pure Cycles,Cruisers Bicycles
5,3,26,1,599.99,0.07,557.9907,1324,4,2016-01-03,2016-01-06,2016-01-06,2,6,Completed,Arla,Ellis,Arla Ellis,,arla.ellis@yahoo.com,127 Crescent Ave. ,Utica,NY,13501,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Electra Townie Original 7D EQ - 2016,2016,599.99,Electra,Comfort Bicycles
6,1,18,1,449.0,0.07,417.57,94,4,2016-01-04,2016-01-07,2016-01-05,2,6,Completed,Sharyn,Hopkins,Sharyn Hopkins,,sharyn.hopkins@hotmail.com,4 South Temple Ave. ,Baldwinsville,NY,13027,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Pure Cycles Western 3-Speed - Women's - 2015/2016,2016,449.0,Pure Cycles,Cruisers Bicycles
6,2,12,2,549.99,0.05,1044.981,94,4,2016-01-04,2016-01-07,2016-01-05,2,6,Completed,Sharyn,Hopkins,Sharyn Hopkins,,sharyn.hopkins@hotmail.com,4 South Temple Ave. ,Baldwinsville,NY,13027,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Electra Townie Original 21D - 2016,2016,549.99,Electra,Cruisers Bicycles
6,3,20,1,599.99,0.1,539.991,94,4,2016-01-04,2016-01-07,2016-01-05,2,6,Completed,Sharyn,Hopkins,Sharyn Hopkins,,sharyn.hopkins@hotmail.com,4 South Temple Ave. ,Baldwinsville,NY,13027,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Electra Townie Original 7D EQ - Women's - 2016,2016,599.99,Electra,Cruisers Bicycles
6,4,3,2,999.99,0.07,1859.9814,94,4,2016-01-04,2016-01-07,2016-01-05,2,6,Completed,Sharyn,Hopkins,Sharyn Hopkins,,sharyn.hopkins@hotmail.com,4 South Temple Ave. ,Baldwinsville,NY,13027,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Surly Wednesday Frameset - 2016,2016,999.99,Surly,Mountain Bikes
6,5,9,2,2999.99,0.07,5579.9814,94,4,2016-01-04,2016-01-07,2016-01-05,2,6,Completed,Sharyn,Hopkins,Sharyn Hopkins,,sharyn.hopkins@hotmail.com,4 South Temple Ave. ,Baldwinsville,NY,13027,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Trek Conduit+ - 2016,2016,2999.99,Trek,Electric Bikes
7,1,15,1,529.99,0.07,492.8907,324,4,2016-01-04,2016-01-07,2016-01-05,2,6,Completed,Laureen,Paul,Laureen Paul,,laureen.paul@yahoo.com,617 Squaw Creek Rd. ,Bellmore,NY,11710,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Electra Moto 1 - 2016,2016,529.99,Electra,Cruisers Bicycles
7,2,3,1,999.99,0.1,899.991,324,4,2016-01-04,2016-01-07,2016-01-05,2,6,Completed,Laureen,Paul,Laureen Paul,,laureen.paul@yahoo.com,617 Squaw Creek Rd. ,Bellmore,NY,11710,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Surly Wednesday Frameset - 2016,2016,999.99,Surly,Mountain Bikes
7,3,17,2,429.0,0.1,772.2,324,4,2016-01-04,2016-01-07,2016-01-05,2,6,Completed,Laureen,Paul,Laureen Paul,,laureen.paul@yahoo.com,617 Squaw Creek Rd. ,Bellmore,NY,11710,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Pure Cycles Vine 8-Speed - 2016,2016,429.0,Pure Cycles,Cruisers Bicycles
8,1,22,1,269.99,0.05,256.4905,1204,4,2016-01-04,2016-01-05,2016-01-05,2,7,Completed,Leslie,Higgins,Leslie Higgins,,leslie.higgins@hotmail.com,805 Logan Ave. ,Saratoga Springs,NY,12866,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita Daniel,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,269.99,Electra,Children Bicycles
8,2,20,2,599.99,0.07,1115.9814,1204,4,2016-01-04,2016-01-05,2016-01-05,2,7,Completed,Leslie,Higgins,Leslie Higgins,,leslie.higgins@hotmail.com,805 Logan Ave. ,Saratoga Springs,NY,12866,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita Daniel,Electra Townie Original 7D EQ - Women's - 2016,2016,599.99,Electra,Cruisers Bicycles
9,1,7,2,3999.99,0.1,7199.982,60,4,2016-01-05,2016-01-08,2016-01-08,1,2,Completed,Neil,Mccall,Neil Mccall,,neil.mccall@gmail.com,7476 Oakland Dr. ,San Carlos,CA,94070,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya Copeland,Trek Slash 8 27.5 - 2016,2016,3999.99,Trek,Mountain Bikes
10,1,14,1,269.99,0.1,242.991,442,4,2016-01-05,2016-01-06,2016-01-06,2,6,Completed,Alane,Munoz,Alane Munoz,(914) 706-7576,alane.munoz@gmail.com,8 Strawberry Dr. ,Yonkers,NY,10701,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,269.99,Electra,Cruisers Bicycles
11,1,8,1,1799.99,0.05,1709.9905,1326,4,2016-01-05,2016-01-08,2016-01-07,2,7,Completed,Tarra,Guerrero,Tarra Guerrero,,tarra.guerrero@aol.com,10 Baker St. ,Auburn,NY,13021,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita Daniel,Trek Remedy 29 Carbon Frameset - 2016,2016,1799.99,Trek,Mountain Bikes
11,2,22,2,269.99,0.1,485.982,1326,4,2016-01-05,2016-01-08,2016-01-07,2,7,Completed,Tarra,Guerrero,Tarra Guerrero,,tarra.guerrero@aol.com,10 Baker St. ,Auburn,NY,13021,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita Daniel,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,269.99,Electra,Children Bicycles
11,3,16,2,599.99,0.2,959.984,1326,4,2016-01-05,2016-01-08,2016-01-07,2,7,Completed,Tarra,Guerrero,Tarra Guerrero,,tarra.guerrero@aol.com,10 Baker St. ,Auburn,NY,13021,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita Daniel,Electra Townie Original 7D EQ - 2016,2016,599.99,Electra,Cruisers Bicycles
12,1,4,2,2899.99,0.1,5219.982,91,4,2016-01-06,2016-01-08,2016-01-09,1,2,Completed,Marvin,Mullins,Marvin Mullins,(619) 635-2027,marvin.mullins@aol.com,7489 Redwood Drive ,San Diego,CA,92111,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya Copeland,Trek Fuel EX 8 29 - 2016,2016,2899.99,Trek,Mountain Bikes
12,2,11,1,1680.99,0.05,1596.9405,91,4,2016-01-06,2016-01-08,2016-01-09,1,2,Completed,Marvin,Mullins,Marvin Mullins,(619) 635-2027,marvin.mullins@aol.com,7489 Redwood Drive ,San Diego,CA,92111,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya Copeland,Surly Straggler 650b - 2016,2016,1680.99,Surly,Cyclocross Bicycles
13,1,13,1,269.99,0.1,242.991,873,4,2016-01-08,2016-01-11,2016-01-11,2,6,Completed,Patience,Clayton,Patience Clayton,,patience.clayton@hotmail.com,68 Chestnut Dr. ,Niagara Falls,NY,14304,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Electra Cruiser 1 (24-Inch) - 2016,2016,269.99,Electra,Cruisers Bicycles
13,2,17,2,429.0,0.05,815.0999999999999,873,4,2016-01-08,2016-01-11,2016-01-11,2,6,Completed,Patience,Clayton,Patience Clayton,,patience.clayton@hotmail.com,68 Chestnut Dr. ,Niagara Falls,NY,14304,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Pure Cycles Vine 8-Speed - 2016,2016,429.0,Pure Cycles,Cruisers Bicycles
13,3,20,2,599.99,0.1,1079.982,873,4,2016-01-08,2016-01-11,2016-01-11,2,6,Completed,Patience,Clayton,Patience Clayton,,patience.clayton@hotmail.com,68 Chestnut Dr. ,Niagara Falls,NY,14304,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Electra Townie Original 7D EQ - Women's - 2016,2016,599.99,Electra,Cruisers Bicycles
13,4,16,2,599.99,0.05,1139.981,873,4,2016-01-08,2016-01-11,2016-01-11,2,6,Completed,Patience,Clayton,Patience Clayton,,patience.clayton@hotmail.com,68 Chestnut Dr. ,Niagara Falls,NY,14304,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Electra Townie Original 7D EQ - 2016,2016,599.99,Electra,Cruisers Bicycles
14,1,6,1,469.99,0.07,437.0907,258,4,2016-01-09,2016-01-11,2016-01-12,1,3,Completed,Maribel,William,Maribel William,,maribel.william@aol.com,65 Magnolia Ave. ,Torrance,CA,90505,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna Serrano,Surly Ice Cream Truck Frameset - 2016,2016,469.99,Surly,Mountain Bikes
15,1,12,2,549.99,0.07,1022.9814,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,Completed,Ellsworth,Michael,Ellsworth Michael,,ellsworth.michael@yahoo.com,9982 White St. ,Carmel,NY,10512,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita Daniel,Electra Townie Original 21D - 2016,2016,549.99,Electra,Cruisers Bicycles
15,2,8,1,1799.99,0.07,1673.9906999999998,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,Completed,Ellsworth,Michael,Ellsworth Michael,,ellsworth.michael@yahoo.com,9982 White St. ,Carmel,NY,10512,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita Daniel,Trek Remedy 29 Carbon Frameset - 2016,2016,1799.99,Trek,Mountain Bikes
15,3,18,2,449.0,0.05,853.0999999999999,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,Completed,Ellsworth,Michael,Ellsworth Michael,,ellsworth.michael@yahoo.com,9982 White St. ,Carmel,NY,10512,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita Daniel,Pure Cycles Western 3-Speed - Women's - 2015/2016,2016,449.0,Pure Cycles,Cruisers Bicycles
15,4,23,2,299.99,0.2,479.984,450,4,2016-01-09,2016-01-10,2016-01-12,2,7,Completed,Ellsworth,Michael,Ellsworth Michael,,ellsworth.michael@yahoo.com,9982 White St. ,Carmel,NY,10512,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Venita Daniel,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2016,299.99,Electra,Children Bicycles
16,1,8,1,1799.99,0.2,1439.9920000000002,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,Completed,Lea,Key,Lea Key,,lea.key@yahoo.com,7 Ocean St. ,Banning,CA,92220,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna Serrano,Trek Remedy 29 Carbon Frameset - 2016,2016,1799.99,Trek,Mountain Bikes
16,2,21,1,269.99,0.05,256.4905,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,Completed,Lea,Key,Lea Key,,lea.key@yahoo.com,7 Ocean St. ,Banning,CA,92220,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna Serrano,Electra Cruiser 1 (24-Inch) - 2016,2016,269.99,Electra,Children Bicycles
16,3,13,2,269.99,0.07,502.1814,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,Completed,Lea,Key,Lea Key,,lea.key@yahoo.com,7 Ocean St. ,Banning,CA,92220,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna Serrano,Electra Cruiser 1 (24-Inch) - 2016,2016,269.99,Electra,Cruisers Bicycles
16,4,14,1,269.99,0.07,251.0907,552,4,2016-01-12,2016-01-15,2016-01-15,1,3,Completed,Lea,Key,Lea Key,,lea.key@yahoo.com,7 Ocean St. ,Banning,CA,92220,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna Serrano,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,269.99,Electra,Cruisers Bicycles
17,1,8,1,1799.99,0.07,1673.9906999999998,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,Completed,Sindy,Anderson,Sindy Anderson,,sindy.anderson@gmail.com,543 Halifax Ave. ,Pomona,CA,91768,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna Serrano,Trek Remedy 29 Carbon Frameset - 2016,2016,1799.99,Trek,Mountain Bikes
17,2,23,1,299.99,0.1,269.99100000000004,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,Completed,Sindy,Anderson,Sindy Anderson,,sindy.anderson@gmail.com,543 Halifax Ave. ,Pomona,CA,91768,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna Serrano,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,2016,299.99,Electra,Children Bicycles
17,3,5,1,1320.99,0.1,1188.891,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,Completed,Sindy,Anderson,Sindy Anderson,,sindy.anderson@gmail.com,543 Halifax Ave. ,Pomona,CA,91768,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna Serrano,Heller Shagamaw Frame - 2016,2016,1320.99,Heller,Mountain Bikes
17,4,20,2,599.99,0.2,959.984,1175,4,2016-01-12,2016-01-14,2016-01-14,1,3,Completed,Sindy,Anderson,Sindy Anderson,,sindy.anderson@gmail.com,543 Halifax Ave. ,Pomona,CA,91768,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna Serrano,Electra Townie Original 7D EQ - Women's - 2016,2016,599.99,Electra,Cruisers Bicycles
18,1,2,2,749.99,0.2,1199.9840000000002,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,Completed,Lanita,Burton,Lanita Burton,,lanita.burton@msn.com,8980 Aspen Avenue ,Coachella,CA,92236,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna Serrano,Ritchey Timberwolf Frameset - 2016,2016,749.99,Ritchey,Mountain Bikes
18,2,22,1,269.99,0.05,256.4905,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,Completed,Lanita,Burton,Lanita Burton,,lanita.burton@msn.com,8980 Aspen Avenue ,Coachella,CA,92236,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna Serrano,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,269.99,Electra,Children Bicycles
18,3,7,1,3999.99,0.1,3599.991,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,Completed,Lanita,Burton,Lanita Burton,,lanita.burton@msn.com,8980 Aspen Avenue ,Coachella,CA,92236,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna Serrano,Trek Slash 8 27.5 - 2016,2016,3999.99,Trek,Mountain Bikes
18,4,25,2,499.99,0.05,949.981,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,Completed,Lanita,Burton,Lanita Burton,,lanita.burton@msn.com,8980 Aspen Avenue ,Coachella,CA,92236,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna Serrano,Electra Townie Original 7D - 2015/2016,2016,499.99,Electra,Comfort Bicycles
18,5,9,2,2999.99,0.1,5399.982,541,4,2016-01-14,2016-01-17,2016-01-15,1,3,Completed,Lanita,Burton,Lanita Burton,,lanita.burton@msn.com,8980 Aspen Avenue ,Coachella,CA,92236,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Genna Serrano,Trek Conduit+ - 2016,2016,2999.99,Trek,Electric Bikes
19,1,10,1,1549.0,0.07,1440.57,696,4,2016-01-14,2016-01-17,2016-01-16,1,2,Completed,Norine,Huffman,Norine Huffman,,norine.huffman@aol.com,363 Dunbar Drive ,Encino,CA,91316,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya Copeland,Surly Straggler - 2016,2016,1549.0,Surly,Cyclocross Bicycles
19,2,9,2,2999.99,0.2,4799.984,696,4,2016-01-14,2016-01-17,2016-01-16,1,2,Completed,Norine,Huffman,Norine Huffman,,norine.huffman@aol.com,363 Dunbar Drive ,Encino,CA,91316,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya Copeland,Trek Conduit+ - 2016,2016,2999.99,Trek,Electric Bikes
20,1,9,1,2999.99,0.07,2789.9907,923,4,2016-01-14,2016-01-16,2016-01-17,1,2,Completed,Randee,Pitts,Randee Pitts,,randee.pitts@msn.com,7371B Essex Street ,Canyon Country,CA,91387,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya Copeland,Trek Conduit+ - 2016,2016,2999.99,Trek,Electric Bikes
20,2,10,2,1549.0,0.07,2881.14,923,4,2016-01-14,2016-01-16,2016-01-17,1,2,Completed,Randee,Pitts,Randee Pitts,,randee.pitts@msn.com,7371B Essex Street ,Canyon Country,CA,91387,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya Copeland,Surly Straggler - 2016,2016,1549.0,Surly,Cyclocross Bicycles
21,1,14,1,269.99,0.05,256.4905,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,Completed,Neoma,Daugherty,Neoma Daugherty,,neoma.daugherty@gmail.com,80 Spring Street ,Mount Vernon,NY,10550,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,269.99,Electra,Cruisers Bicycles
21,2,17,1,429.0,0.1,386.1,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,Completed,Neoma,Daugherty,Neoma Daugherty,,neoma.daugherty@gmail.com,80 Spring Street ,Mount Vernon,NY,10550,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Pure Cycles Vine 8-Speed - 2016,2016,429.0,Pure Cycles,Cruisers Bicycles
21,3,10,1,1549.0,0.07,1440.57,1250,4,2016-01-15,2016-01-16,2016-01-18,2,6,Completed,Neoma,Daugherty,Neoma Daugherty,,neoma.daugherty@gmail.com,80 Spring Street ,Mount Vernon,NY,10550,Baldwin Bikes,(516) 379-8888,baldwin@bikes.shop,4200 Chestnut Lane,Baldwin,NY,11432,Marcelene Boyer,Surly Straggler - 2016,2016,1549.0,Surly,Cyclocross Bicycles
22,1,15,2,529.99,0.2,847.984,1035,4,2016-01-16,2016-01-18,2016-01-17,1,2,Completed,Tangela,Hurley,Tangela Hurley,,tangela.hurley@msn.com,49 North Cross St. ,Campbell,CA,95008,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya Copeland,Electra Moto 1 - 2016,2016,529.99,Electra,Cruisers Bicycles
22,2,22,1,269.99,0.05,256.4905,1035,4,2016-01-16,2016-01-18,2016-01-17,1,2,Completed,Tangela,Hurley,Tangela Hurley,,tangela.hurley@msn.com,49 North Cross St. ,Campbell,CA,95008,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya Copeland,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,2016,269.99,Electra,Children Bicycles
23,1,4,2,2899.99,0.05,5509.981,1149,4,2016-01-16,2016-01-19,2016-01-19,1,2,Completed,Drucilla,Gilliam,Drucilla Gilliam,,drucilla.gilliam@hotmail.com,8257 E. Westminster Ave. ,Santa Clara,CA,95050,Santa Cruz Bikes,(831) 476-4321,santacruz@bikes.shop,3700 Portola Drive,Santa Cruz,CA,95060,Mireya Copeland,Trek Fuel EX 8 29 - 2016,2016,2899.99,Trek,Mountain Bikes
